Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Accessory size (product.metafields.shopify.accessory-size),Active ingredient (product.metafields.shopify.active-ingredient),Age group (product.metafields.shopify.age-group),Alcohol/Solvent content (product.metafields.shopify.alcohol-solvent-content),Application method (product.metafields.shopify.application-method),Baby gift items included (product.metafields.shopify.baby-gift-items-included),Body area (product.metafields.shopify.body-area),Brush material (product.metafields.shopify.brush-material),Bug type (product.metafields.shopify.bug-type),Cleaning instructions (product.metafields.shopify.cleaning-instructions),Closure type (product.metafields.shopify.closure-type),Color (product.metafields.shopify.color-pattern),Conditioner effect (product.metafields.shopify.conditioner-effect),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Cosmetic finish (product.metafields.shopify.cosmetic-finish),Cosmetic function (product.metafields.shopify.cosmetic-function),Detailed ingredients (product.metafields.shopify.detailed-ingredients),Dispenser type (product.metafields.shopify.dispenser-type),Flavor (product.metafields.shopify.flavor),Fluoride content (product.metafields.shopify.fluoride-content),Fragrance (product.metafields.shopify.fragrance),Fragrance level (product.metafields.shopify.fragrance-level),Gift set format (product.metafields.shopify.gift-set-format),Infant age group (product.metafields.shopify.infant-age-group),Ingredient origin (product.metafields.shopify.ingredient-origin),Ingredients (product.metafields.shopify.ingredients),Laundry detergent features (product.metafields.shopify.laundry-detergent-features),Material (product.metafields.shopify.material),Moisturizer type (product.metafields.shopify.moisturizer-type),Mounting type (product.metafields.shopify.mounting-type),Occasion (product.metafields.shopify.occasion),Oral care function (product.metafields.shopify.oral-care-function),Package type (product.metafields.shopify.package-type),Personalization options (product.metafields.shopify.personalization-options),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Product sterility (product.metafields.shopify.product-sterility),Scent (product.metafields.shopify.scent),Season (product.metafields.shopify.season),Skin care effect (product.metafields.shopify.skin-care-effect),Skin care features (product.metafields.shopify.skin-care-features),SPF level (product.metafields.shopify.spf-level),Stick material (product.metafields.shopify.stick-material),Suitable for bug type (product.metafields.shopify.suitable-for-bug-type),Suitable for hair type (product.metafields.shopify.suitable-for-hair-type),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Suitable space (product.metafields.shopify.suitable-space),Swab end configuration (product.metafields.shopify.swab-end-configuration),Talc content (product.metafields.shopify.talc-content),Target gender (product.metafields.shopify.target-gender),Texture (product.metafields.shopify.texture),Tip material (product.metafields.shopify.tip-material),Tip style (product.metafields.shopify.tip-style),Toothpaste type (product.metafields.shopify.toothpaste-type),Treatment texture (product.metafields.shopify.treatment-texture),Usage type (product.metafields.shopify.usage-type),UVA protection grade (product.metafields.shopify.uva-protection-grade),Washing method (product.metafields.shopify.washing-method),Wipe fragrance (product.metafields.shopify.wipe-fragrance),Wipe packaging (product.metafields.shopify.wipe-packaging),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
enfant-organic-the-complete-baby-kit-10-in-1-ultimate-newborn-care-bundle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Artboard_1_e1dcae17-658f-4983-ac25-1bdf4da9c337.png?v=1772101944,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enfant-organic-the-complete-baby-kit-10-in-1-ultimate-newborn-care-bundle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Artboard_1_344c70db-1c11-4cc1-b383-758b6673337a.png?v=1772122249,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enfant-organic-essential-care-set-6-in-1-newborn-starter-bundle,Enfant Organic Essential Care Set – 6-in-1 Newborn Starter Bundle,"<p data-path-to-node=""5"">The <b data-path-to-node=""5"" data-index-in-node=""41"">Enfant Organic Essential Care Set</b> is our most comprehensive collection, bringing together six must-have products to handle every aspect of your baby's skin health. From bath time to deep hydration and protection, this set ensures your little one stays comfortable, soft, and healthy using only the finest natural ingredients.</p>
<p data-path-to-node=""6""><b data-path-to-node=""6"" data-index-in-node=""0"">📦 What’s Inside the Essential Care Set?</b></p>
<ul data-path-to-node=""7"">
<li>
<p data-path-to-node=""7,0,0""><b data-path-to-node=""7,0,0"" data-index-in-node=""0"">🛁 Shampoo &amp; Body Wash (300ml):</b> A gentle, all-in-one cleanser that keeps skin and hair soft without causing irritation.</p>
</li>
<li>
<p data-path-to-node=""7,1,0""><b data-path-to-node=""7,1,0"" data-index-in-node=""0"">🧴 Double Moisture Lotion (250ml):</b> Provides intensive hydration with a dual-action formula for extra-dry or sensitive areas.</p>
</li>
<li>
<p data-path-to-node=""7,2,0""><b data-path-to-node=""7,2,0"" data-index-in-node=""0"">🍃 Nourishing Baby Oil (100ml):</b> Perfect for a soothing after-bath massage to lock in moisture and improve skin elasticity.</p>
</li>
<li>
<p data-path-to-node=""7,3,0""><b data-path-to-node=""7,3,0"" data-index-in-node=""0"">🍯 Shea Butter Nurturing Balm (30 grams) :</b> A concentrated balm to protect delicate areas and soothe dry patches or minor skin irritations.</p>
</li>
<li>
<p data-path-to-node=""7,4,0""><b data-path-to-node=""7,4,0"" data-index-in-node=""0"">☁️ Natural Baby Powder (200 grams):</b> 100% talc-free and cornstarch-based to keep skin fresh, dry, and friction-free.</p>
</li>
<li>
<p data-path-to-node=""7,5,0""><b data-path-to-node=""7,5,0"" data-index-in-node=""0"">🧼 Extra Mild Face &amp; Body Wipes (1 Pack/ 60 Sheets):</b> Thick, soft wipes infused with 99.9% purified water and Organic Jojoba for gentle cleaning anytime.</p>
</li>
</ul>
<p data-path-to-node=""8""><b data-path-to-node=""8"" data-index-in-node=""0"">✨ Why Choose the Essential Care Collection?</b></p>
<ul data-path-to-node=""9"">
<li>
<p data-path-to-node=""9,0,0""><b data-path-to-node=""9,0,0"" data-index-in-node=""0"">✅ Dermatologically Tested:</b> Every item is clinically proven to be safe for newborns and those with sensitive skin.</p>
</li>
<li>
<p data-path-to-node=""9,1,0""><b data-path-to-node=""9,1,0"" data-index-in-node=""0"">🚫 Pure &amp; Clean:</b> Formulated without Parabens, Dyes, Alcohol, or harsh synthetic fragrances.</p>
</li>
<li>
<p data-path-to-node=""9,2,0""><b data-path-to-node=""9,2,0"" data-index-in-node=""0"">🌱 Power of Nature:</b> Enriched with Organic Argan Oil, Shea Butter, and Jojoba to provide vitamins and natural protection.</p>
</li>
<li>
<p data-path-to-node=""9,3,0""><b data-path-to-node=""9,3,0"" data-index-in-node=""0"">👩🔬 Trusted Quality:</b> Designed to support the natural barrier of your baby's skin from day one.</p>
</li>
</ul>
<p data-path-to-node=""10""><b data-path-to-node=""10"" data-index-in-node=""0"">💖 Your Daily Essential Companion</b> Whether you are setting up your nursery or looking for the perfect all-in-one solution for daily care, the Essential Care Set provides peace of mind that you are using the safest, most effective organic products on your baby’s skin.</p>",Enfant Organics,Baby & Toddler > Baby Gift Sets,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,96,deny,manual,24.000,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Essential-Care-Set_jpg.jpg?v=1772896863,1,"",false,,,5859,,,,,,,,,,,,,,,,,,,,,,,,,,multicolor,,,,,,,,,,,gift-box,newborn; 0-6-months,,,,cotton; plastic,,,,,,none,,,,,,,,,,,,,,,,unisex,,,,,,,,,,,,kg,,5.540,active
enfant-organic-essential-care-set-6-in-1-newborn-starter-bundle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Essential-Care-Set.jpg_1.jpg?v=1772909400,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enfant-organic-essential-care-set-6-in-1-newborn-starter-bundle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/10_f04a5bd8-3859-430b-8247-97117dc56887.jpg?v=1772909733,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enfant-organic-essential-care-set-6-in-1-newborn-starter-bundle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Artboard_1.png?v=1772909733,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enfant-organic-essential-care-set-6-in-1-newborn-starter-bundle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Artboard1_cb3e4fc2-4b00-45dd-983f-db4f390d0a4d.png?v=1772909733,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enfant-organic-essential-care-set-6-in-1-newborn-starter-bundle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Artboard_1_0756600d-e724-4161-a19e-2b39cef99fb7.png?v=1772909733,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enfant-organic-essential-care-set-6-in-1-newborn-starter-bundle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Artboard_1_a2a9c41e-a629-439c-bacd-e9b381bfcd30.png?v=1772909733,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enfant-organic-essential-care-set-6-in-1-newborn-starter-bundle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Artboard_1_2e384959-e334-451e-83b2-eab292ea4f97.png?v=1772909733,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enfant-organic-lavender-care-set-relaxing-newborn-bedtime-essentials,Enfant Organic Lavender Care Set – Relaxing Newborn Bedtime Essentials,"<p data-path-to-node=""5"">The <b data-path-to-node=""5"" data-index-in-node=""41"">Enfant Organic Lavender Care Set</b> is specifically designed to create a calming routine for your baby. This collection combines the gentle power of organic ingredients with a relaxing lavender aroma to help your little one feel comfortable and ready for rest.</p>
<p data-path-to-node=""6""><b data-path-to-node=""6"" data-index-in-node=""0"">📦 What’s in the Set?</b></p>
<ul data-path-to-node=""7"">
<li>
<p data-path-to-node=""7,0,0""><b data-path-to-node=""7,0,0"" data-index-in-node=""0"">🧼 Relax Calming Shampoo &amp; Body Wash Foam Mousse (400 ml):</b> A soft foam mousse that cleanses sensitive skin and hair while leaving a soothing, dreamy scent.</p>
</li>
<li>
<p data-path-to-node=""7,1,0""><b data-path-to-node=""7,1,0"" data-index-in-node=""0"">🧴 Relax Moisture Lotion (250ml):</b> A gentle formula that nourishes and hydrates skin, keeping it soft and healthy throughout the day or night.</p>
</li>
<li>
<p data-path-to-node=""7,2,0""><b data-path-to-node=""7,2,0"" data-index-in-node=""0"">☁️ Relax Natural Baby Powder (80 grams):</b> A 100% talc-free, cornstarch-based powder that absorbs moisture safely while providing a relaxing aroma.</p>
</li>
</ul>
<p data-path-to-node=""8""><b data-path-to-node=""8"" data-index-in-node=""0"">🌿 Why Choose Enfant Organic?</b></p>
<ul data-path-to-node=""9"">
<li>
<p data-path-to-node=""9,0,0""><b data-path-to-node=""9,0,0"" data-index-in-node=""0"">✅ Dermatologically Tested:</b> Every product is clinically tested to be safe and gentle on newborn and sensitive skin.</p>
</li>
<li>
<p data-path-to-node=""9,1,0""><b data-path-to-node=""9,1,0"" data-index-in-node=""0"">🚫 No Harsh Chemicals:</b> Free from Parabens, Dyes, and harmful preservatives.</p>
</li>
<li>
<p data-path-to-node=""9,2,0""><b data-path-to-node=""9,2,0"" data-index-in-node=""0"">🌱 Purely Natural:</b> Formulated with high-quality plant extracts to provide the best care for your baby.</p>
</li>
<li>
<p data-path-to-node=""9,3,0""><b data-path-to-node=""9,3,0"" data-index-in-node=""0"">✨ Calming Aroma:</b> The mild lavender scent is carefully balanced to be soothing without being overwhelming for infants.</p>
</li>
</ul>
<p data-path-to-node=""10""><b data-path-to-node=""10"" data-index-in-node=""0"">✨ Routine for Better Sleep</b> Using these essentials as part of an evening bath and massage routine helps settle your baby, making it easier for them to fall asleep naturally while keeping their skin perfectly moisturized.</p>",Enfant Organics,Baby & Toddler > Baby Gift Sets,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,98,deny,manual,17.500,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Lavender-Care-Set.jpg_1.jpg?v=1772896863,1,"",false,,,5859,,,,,,,,,,,,,,,,,,,,,,,,,,multicolor,,,,,,,,,,,gift-box,newborn; 0-6-months,,,,cotton; plastic,,,,,,none,,,,,,,,,,,,,,,,unisex,,,,,,,,,,,,kg,,4.190,active
enfant-organic-lavender-care-set-relaxing-newborn-bedtime-essentials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/9974/6598/files/Lavender-Care-Set_jpg.jpg?v=1772909631,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
